codigo_dpa,nombre_provincia,nombre_canton,nombre_parroquia,centroide_lon,centroide_lat,area_km2,poblacion_total,poblacion_afro,pct_poblacion_afro,num_establecimientos,densidad_establecimientos_km2,establecimientos_por_10k_hab,num_infraestructura_petrolera,num_pozos,num_sitios_contaminados,tiene_petroleo,densidad_petroleo_km2
1375,TUNGURAHUA,TISALEO,QUINCHICOTO,-78.67312189483013,-1.3884422597673718,11.29,1234.0,0.0,0.0,1,0.0886,8.1,0,0,0,0,0.0
1235,ORELLANA,FCO.DE ORELLANA,DAYUMA,-76.77786830636981,-0.7127546317966813,1237.78,,,,0,0.0,,836,268,568,1,0.6754
1245,ORELLANA,FCO.DE ORELLANA,TARACOA,-76.7808633861695,-0.5442338989682636,408.04,,,,0,0.0,,346,90,256,1,0.848
1995,ORELLANA,FCO.DE ORELLANA,ALEJANDRO LABAKA,-76.50325776554001,-0.6064959904154397,982.12,,,,0,0.0,,100,46,54,1,0.1018
1560,ORELLANA,FCO.DE ORELLANA,EL DORADO,-76.92029705058927,-0.5328153291646297,135.88,,,,0,0.0,,41,25,16,1,0.3017
1590,ORELLANA,FCO.DE ORELLANA,EL EDEN,-76.19242285246092,-0.5688426945192568,871.84,,,,0,0.0,,230,202,28,1,0.2638
1810,ORELLANA,FCO.DE ORELLANA,GARCIA MORENO,-77.02224536326025,-0.568175518869633,132.07,,,,0,0.0,,8,8,0,1,0.0606
1565,ORELLANA,FCO.DE ORELLANA,INES ARANGO,-76.8233184157325,-0.9765661216052272,1479.44,,,,0,0.0,,393,95,298,1,0.2656
1820,ORELLANA,FCO.DE ORELLANA,LA BELLEZA,-77.0719906658141,-0.7716662415622827,608.36,,,,0,0.0,,71,33,38,1,0.1167
1940,ORELLANA,FCO.DE ORELLANA,NUEVO PARAISO,-77.11604475112496,-0.3371888619728819,307.73,,,,0,0.0,,117,45,72,1,0.3802
1945,ORELLANA,FCO.DE ORELLANA,SAN JOSE DE GUAYUSA,-77.1739743043291,-0.184452405492317,457.58,,,,0,0.0,,33,9,24,1,0.0721
1935,ORELLANA,FCO.DE ORELLANA,SAN LUIS DE ARMENIA,-77.15941261820134,-0.4101949220894266,313.48,,,,0,0.0,,49,23,26,1,0.1563
510,ORELLANA,AGUARICO,CAP. AUGUSTO RIVADENEIRA,-75.83719361454756,-0.5577534649303135,931.06,,,,0,0.0,,0,0,0,0,0.0
630,ORELLANA,AGUARICO,CONONACO,-76.04307221213308,-1.0595191976548126,7124.36,708.0,0.0,0.0,2,0.0003,28.25,0,0,0,0,0.0
3720,ORELLANA,AGUARICO,STA. MARIA DE HUIRRIMA,-75.6331010362769,-0.6362817299673544,647.77,,,,0,0.0,,0,0,0,0,0.0
4295,ORELLANA,AGUARICO,YASUNI,-75.34917649878132,-0.7670756768683388,849.51,422.0,2.0,0.47,1,0.0012,23.7,0,0,0,0,0.0
490,ORELLANA,JOYA DE LOS SACHAS,ENOKANQUI,-76.83871340993181,-0.2284699613143321,76.07,3232.0,30.0,0.93,2,0.0263,6.19,0,0,0,0,0.0
2930,ORELLANA,JOYA DE LOS SACHAS,POMPEYA,-76.68223651101265,-0.4164676443072084,97.95,1661.0,4.0,0.24,1,0.0102,6.02,3,1,2,1,0.0306
415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,-76.8927076177967,-0.3978544182615617,133.67,5280.0,70.0,1.33,2,0.015,3.79,0,0,0,0,0.0
3660,ORELLANA,JOYA DE LOS SACHAS,SAN SEBASTIAN DE COCA,-77.02334902228095,-0.2225342986932955,282.19,5280.0,70.0,1.33,2,0.0071,3.79,82,26,56,1,0.2906
1960,ORELLANA,JOYA DE LOS SACHAS,LAGO SAN PEDRO,-76.92663169435042,-0.2453983078453936,76.67,2287.0,16.0,0.7,1,0.013,4.37,1,1,0,1,0.013
1950,ORELLANA,JOYA DE LOS SACHAS,RUMIPAMBA,-76.95902787150875,-0.1016089689346949,73.2,2144.0,9.0,0.42,1,0.0137,4.66,5,1,4,1,0.0683
1955,ORELLANA,JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,-76.92697947769672,-0.1650045905415331,124.7,3945.0,14.0,0.35,1,0.008,2.53,62,54,8,1,0.4972
1965,ORELLANA,JOYA DE LOS SACHAS,UNION MILAGREÑA,-76.78074637819684,-0.3885106675676238,145.75,3663.0,6.0,0.16,0,0.0,0.0,183,131,52,1,1.2556
215,ORELLANA,LORETO,AVILA,-77.37838848415869,-0.6676637935957646,330.88,5863.0,16.0,0.27,1,0.003,1.71,0,0,0,0,0.0
1050,ORELLANA,LORETO,PUERTO MURIALDO,-77.16833135581916,-0.6509023572292083,190.37,3934.0,10.0,0.25,2,0.0105,5.08,71,71,0,1,0.373
3480,ORELLANA,LORETO,SAN JOSE DE PAYAMINO,-77.31758366540711,-0.5157295079868159,841.16,5461.0,24.0,0.44,5,0.0059,9.16,0,0,0,0,0.0
1680,ORELLANA,LORETO,SAN JOSE DE DAHUANO,-77.41594436054842,-0.8223166646012324,501.64,5461.0,24.0,0.44,5,0.01,9.16,2,2,0,1,0.004
400,ORELLANA,LORETO,SAN VICENTE DE HUATICOCHA,-77.51064833136468,-0.6793837724759925,191.99,5461.0,24.0,0.44,5,0.026,9.16,0,0,0,0,0.0
75,STO DGO TSACHILAS,SANTO DOMINGO,ALLURIQUIN,-78.94658650330037,-0.2958544768099874,678.06,8607.0,84.0,0.98,4,0.0059,4.65,0,0,0,0,0.0
4440,STO DGO TSACHILAS,SANTO DOMINGO,PUERTO LIMON,-79.35883325970387,-0.3532370874550589,244.37,11630.0,50.0,0.43,3,0.0123,2.58,0,0,0,0,0.0
1755,STO DGO TSACHILAS,SANTO DOMINGO,LUZ DE AMERICA,-79.33899105260515,-0.4632199635914574,310.88,11504.0,151.0,1.31,5,0.0161,4.35,0,0,0,0,0.0
1970,STO DGO TSACHILAS,SANTO DOMINGO,SAN JACINTO DEL BUA,-79.41697618023188,-0.1472742105451565,204.15,13624.0,94.0,0.69,5,0.0245,3.67,0,0,0,0,0.0
305,STO DGO TSACHILAS,SANTO DOMINGO,VALLE HERMOSO,-79.24208771683416,-0.0649581912613925,310.25,9865.0,120.0,1.22,6,0.0193,6.08,0,0,0,0,0.0
1990,STO DGO TSACHILAS,SANTO DOMINGO,EL ESFUERZO,-79.20867363789206,-0.4627878161163632,282.76,5973.0,40.0,0.67,2,0.0071,3.35,0,0,0,0,0.0
2045,STO DGO TSACHILAS,SANTO DOMINGO,SANTA MARIA DEL TOACHI,-79.2328679043975,-0.583989844041091,351.86,7059.0,28.0,0.4,2,0.0057,2.83,0,0,0,0,0.0
4635,STO DGO TSACHILAS,LA CONCORDIA,MONTERREY,-79.53871113209327,-0.0567302192828824,102.16,7386.0,245.0,3.32,0,0.0,0.0,0,0,0,0,0.0
4640,STO DGO TSACHILAS,LA CONCORDIA,LA VILLEGAS,-79.44883885491369,-0.0768250416791876,58.54,4529.0,113.0,2.5,0,0.0,0.0,0,0,0,0,0.0
4645,STO DGO TSACHILAS,LA CONCORDIA,PLAN PILOTO,-79.3764573664296,-0.062606221966604,82.58,2293.0,62.0,2.7,0,0.0,0.0,0,0,0,0,0.0
0,ISLA,ISLA,ISLA,-80.59626604476351,-0.7007991716254608,11.02,,,,0,0.0,,0,0,0,0,0.0
1255,BOLIVAR,GUARANDA,FACUNDO VELA,-79.10633440171121,-1.2177626150669354,117.76,1859.0,1.0,0.05,1,0.0085,5.38,0,0,0,0,0.0
1890,BOLIVAR,GUARANDA,JULIO E MORENO,-79.09288677507021,-1.5744709756077273,83.29,2527.0,5.0,0.2,2,0.024,7.91,0,0,0,0,0.0
3285,BOLIVAR,GUARANDA,SALINAS,-79.09944464624134,-1.38523706945094,465.79,5880.0,4.0,0.07,4,0.0086,6.8,0,0,0,0,0.0
3545,BOLIVAR,GUARANDA,SAN LORENZO,-78.92961601126768,-1.6851860317420777,91.68,7887.0,9.0,0.11,6,0.0654,7.61,0,0,0,0,0.0
3670,BOLIVAR,GUARANDA,SAN SIMON,-78.93228423156289,-1.6370230587330687,83.14,7887.0,9.0,0.11,6,0.0722,7.61,0,0,0,0,0.0
3710,BOLIVAR,GUARANDA,SANTA FE,-79.0331315577835,-1.6137568107238665,25.99,1896.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
3860,BOLIVAR,GUARANDA,SIMIATUG,-78.98474050784228,-1.2743042988595417,296.55,9412.0,7.0,0.07,2,0.0067,2.12,0,0,0,0,0.0
795,BOLIVAR,GUARANDA,SAN LUIS DE PAMBIL,-79.20197258544012,-1.2380132378836488,187.91,7887.0,9.0,0.11,6,0.0319,7.61,0,0,0,0,0.0
3500,BOLIVAR,CHILLANES,SAN JOSE DE TAMBO,-79.19302846949827,-2.029619596308653,249.57,5947.0,22.0,0.37,2,0.008,3.36,0,0,0,0,0.0
170,BOLIVAR,CHIMBO,ASUNCION,-79.06076558310028,-1.6388520287415853,34.9,2745.0,0.0,0.0,1,0.0287,3.64,0,0,0,0,0.0
2315,BOLIVAR,CHIMBO,MAGDALENA/CHAPACOTO,-79.0937571065356,-1.6733534306569888,43.56,2552.0,1.0,0.04,2,0.0459,7.84,0,0,0,0,0.0
3655,BOLIVAR,CHIMBO,SAN SEBASTIAN,-79.05256796071951,-1.6869389693107293,10.57,6020.0,13.0,0.22,1,0.0946,1.66,0,0,0,0,0.0
3995,BOLIVAR,CHIMBO,TELIMBELA,-79.1973002773532,-1.6819180132787632,166.15,3031.0,1.0,0.03,2,0.012,6.6,0,0,0,0,0.0
275,BOLIVAR,SAN MIGUEL,BALZAPAMBA,-79.15301556904157,-1.755676865478866,114.08,,,,0,0.0,,0,0,0,0,0.0
345,BOLIVAR,SAN MIGUEL,BILOVAN,-79.1593569832175,-1.8247012207011404,138.98,2966.0,2.0,0.07,3,0.0216,10.11,0,0,0,0,0.0
4515,BOLIVAR,SAN MIGUEL,REGULO DE MORA,-79.19980101815672,-1.8900026856823473,84.67,1005.0,0.0,0.0,2,0.0236,19.9,0,0,0,0,0.0
3595,BOLIVAR,SAN MIGUEL,SAN PABLO DE ATENAS,-79.06922614655488,-1.8164421801485269,76.13,5180.0,0.0,0.0,9,0.1182,17.37,0,0,0,0,0.0
3775,BOLIVAR,SAN MIGUEL,SANTIAGO,-78.95245853908347,-1.722348095913359,50.01,1633.0,2.0,0.12,1,0.02,6.12,0,0,0,0,0.0
3900,BOLIVAR,SAN MIGUEL,SAN VICENTE,-78.99285880579343,-1.7420960936992371,28.42,5180.0,0.0,0.0,9,0.3167,17.37,0,0,0,0,0.0
6630,BOLIVAR,GUARANDA,GUANUJO,-78.95073560080026,-1.4938465144843502,247.8,,,,2,0.0081,,0,0,0,0,0.0
5035,BOLIVAR,GUARANDA,ANGEL POLIVIO CHAVEZ,-79.10719058395284,-1.515302918285822,201.94,,,,1,0.005,,0,0,0,0,0.0
5375,BOLIVAR,GUARANDA,GABRIEL I VEINTIMILLA,-78.9411152702097,-1.585915321117484,58.33,,,,9,0.1543,,0,0,0,0,0.0
5245,BOLIVAR,CHILLANES,CHILLANES,-79.08448258423799,-2.0092553136464777,420.61,,,,10,0.0238,,0,0,0,0,0.0
5975,BOLIVAR,CHIMBO,SAN JOSE DE CHIMBO,-79.01941587521253,-1.6661911233942994,14.67,6020.0,13.0,0.22,1,0.0682,1.66,0,0,0,0,0.0
5350,BOLIVAR,ECHEANDIA,ECHEANDIA,-79.26380116431278,-1.453178337420952,244.93,,,,6,0.0245,,0,0,0,0,0.0
5995,BOLIVAR,SAN MIGUEL,SAN MIGUEL,-79.04272367372954,-1.7724794920534983,93.73,5180.0,0.0,0.0,9,0.096,17.37,0,0,0,0,0.0
6340,BOLIVAR,CALUMA,CALUMA / SAN ANTONIO/,-79.21829345240361,-1.6084015833854075,175.55,,,,6,0.0342,,0,0,0,0,0.0
6475,BOLIVAR,LAS NAVES,LAS MERCEDES,-79.3198272371104,-1.2886859746077246,1.47,,,,3,2.0408,,0,0,0,0,0.0
6470,BOLIVAR,LAS NAVES,LAS NAVES,-79.29186843101071,-1.285925483582441,148.75,,,,3,0.0202,,0,0,0,0,0.0
6425,CAÑAR,DELEG,DELEG,-78.94416050263612,-2.7497994607674956,56.7,,,,3,0.0529,,0,0,0,0,0.0
6845,CAÑAR,AZOGUES,AURELIO BAYAS MARTINEZ,-78.80589226264078,-2.6885345235699023,31.09,,,,0,0.0,,0,0,0,0,0.0
5115,CAÑAR,BIBLIAN,BIBLIAN,-78.90976070041935,-2.6686507763720755,61.09,,,,6,0.0982,,0,0,0,0,0.0
5160,CAÑAR,CAÑAR,CAÑAR,-78.98431920494798,-2.5445857997742563,76.11,,,,8,0.1051,,0,0,0,0,0.0
5610,CAÑAR,LA TRONCAL,LA TRONCAL,-79.2906359345029,-2.4235749118829713,156.68,,,,8,0.0511,,0,0,0,0,0.0
6345,CAÑAR,EL TAMBO,EL TAMBO,-78.91894292804784,-2.491837843358581,63.1,,,,2,0.0317,,0,0,0,0,0.0
6715,CAÑAR,SUSCAL,SUSCAL,-79.06520204548268,-2.4647297250293647,53.31,,,,2,0.0375,,0,0,0,0,0.0
5065,CAÑAR,AZOGUES,AZOGUES,-78.85084554889484,-2.7413026826511624,16.51,,,,17,1.0297,,0,0,0,0,0.0
6790,CAÑAR,AZOGUES,BORRERO,-78.84200687838796,-2.770769033780876,8.94,,,,0,0.0,,0,0,0,0,0.0
5950,CAÑAR,AZOGUES,SAN FRANCISCO,-78.81668994553414,-2.7273688853470968,8.22,3615.0,8.0,0.22,3,0.365,8.3,0,0,0,0,0.0
5010,CHIMBORAZO,ALAUSI,ALAUSI,-78.85217286430144,-2.1860151803741195,53.09,,,,5,0.0942,,0,0,0,0,0.0
5475,CHIMBORAZO,CHAMBO,CHAMBO,-78.53828312473608,-1.7510661759899004,166.19,,,,3,0.0181,,0,0,0,0,0.0
5255,CHIMBORAZO,CHUNCHI,CHUNCHI,-78.87252366267082,-2.3307723985502564,126.9,,,,5,0.0394,,0,0,0,0,0.0
5430,CHIMBORAZO,GUAMOTE,GUAMOTE,-78.70672478400235,-1.983633292664172,385.82,,,,9,0.0233,,0,0,0,0,0.0
6540,CHIMBORAZO,PALLATANGA,PALLATANGA,-78.93045696541135,-2.0172090652955315,380.1,,,,3,0.0079,,0,0,0,0,0.0
5740,CHIMBORAZO,PENIPE,PENIPE,-78.50523722994589,-1.584716996614804,31.6,,,,3,0.0949,,0,0,0,0,0.0
6420,CHIMBORAZO,CUMANDA,CUMANDA,-79.08098431333829,-2.214282603363695,159.47,,,,4,0.0251,,0,0,0,0,0.0
5145,CHIMBORAZO,COLTA,CAJABAMBA,-78.79764446636113,-1.7354759219952127,217.98,,,,0,0.0,,0,0,0,0,0.0
6080,CHIMBORAZO,COLTA,SICALPA,-78.77093870723786,-1.6998789198043784,1.91,,,,0,0.0,,0,0,0,0,0.0
5550,CHIMBORAZO,GUANO,LA MATRIZ,-78.6071580010697,-1.5970057107161584,70.27,,,,0,0.0,,0,0,0,0,0.0
5940,COTOPAXI,LATACUNGA,SAN BUENAVENTURA,-78.55796349122885,-0.8911007544304249,44.64,14884.0,20.0,0.13,2,0.0448,1.34,0,0,0,0,0.0
5500,COTOPAXI,LATACUNGA,JUAN MONTALVO,-78.51361660086069,-0.9095842548929032,75.31,,,,2,0.0266,,0,0,0,0,0.0
5555,COTOPAXI,LATACUNGA,LA MATRIZ,-78.61813631756911,-0.9287843330068476,1.94,,,,13,6.701,,0,0,0,0,0.0
5310,COTOPAXI,LATACUNGA,ELOY ALFARO / SAN FELIPE,-78.63970757071306,-0.9316408837406264,49.13,,,,1,0.0204,,0,0,0,0,0.0
5465,COTOPAXI,LATACUNGA,IGNACIO FLORES,-78.52303399686845,-0.949729964574074,95.31,,,,2,0.021,,0,0,0,0,0.0
6880,COTOPAXI,LA MANA,EL CARMEN,-79.22578078765132,-0.8881919253329785,117.66,,,,0,0.0,,0,0,0,0,0.0
6535,COTOPAXI,LA MANA,LA MANA,-79.18700870139777,-0.9688228467699352,53.15,,,,9,0.1693,,0,0,0,0,0.0
6895,COTOPAXI,LA MANA,EL TRIUNFO,-79.2752294496636,-0.9658499601295754,60.16,,,,0,0.0,,0,0,0,0,0.0
5305,COTOPAXI,PANGUA,EL CORAZON,-79.03745019185081,-1.143349253172345,162.58,5529.0,1.0,0.02,4,0.0246,7.23,0,0,0,0,0.0
5820,COTOPAXI,PUJILI,PUJILI,-78.72967327917516,-0.9985569441013952,295.13,,,,10,0.0339,,0,0,0,0,0.0
6000,COTOPAXI,SALCEDO,SAN MIGUEL DE SALCEDO,-78.4979822855086,-1.023758659774928,193.18,39101.0,58.0,0.15,12,0.0621,3.07,0,0,0,0,0.0
6070,COTOPAXI,SAQUISILI,SAQUISILI,-78.69470431696188,-0.8366561718906971,41.35,,,,1,0.0242,,0,0,0,0,0.0
6450,COTOPAXI,SIGCHOS,SIGCHOS,-78.91218360279865,-0.617777894617318,775.65,,,,4,0.0052,,0,0,0,0,0.0
5045,TUNGURAHUA,AMBATO,ATOCHA FICOA,-78.63295337225412,-1.235776314625339,3.67,,,,4,1.0899,,0,0,0,0,0.0
5605,TUNGURAHUA,AMBATO,LA PENINSULA,-78.60759444874753,-1.237206810849501,3.84,,,,1,0.2604,,0,0,0,0,0.0
5560,TUNGURAHUA,AMBATO,LA MERCED,-78.6174813959471,-1.2343212835333557,2.01,,,,5,2.4876,,0,0,0,0,0.0
5945,TUNGURAHUA,AMBATO,SAN FRANCISCO,-78.6275600744801,-1.2387771568903072,0.51,10240.0,75.0,0.73,8,15.6863,7.81,0,0,0,0,0.0
5445,TUNGURAHUA,AMBATO,HUACHI LORETO,-78.6202845236605,-1.2475042103991512,3.14,15782.0,62.0,0.39,3,0.9554,1.9,0,0,0,0,0.0
5545,TUNGURAHUA,AMBATO,LA MATRIZ,-78.63930533652976,-1.2575256273846078,3.93,,,,4,1.0178,,0,0,0,0,0.0
5455,TUNGURAHUA,AMBATO,HUACHI CHICO,-78.63755635838042,-1.279640511862168,5.96,15782.0,62.0,0.39,3,0.5034,1.9,0,0,0,0,0.0
5230,TUNGURAHUA,AMBATO,CELIANO MONGE,-78.62458132665442,-1.27008364674899,5.26,,,,5,0.9506,,0,0,0,0,0.0
5840,TUNGURAHUA,AMBATO,PISHILATA,-78.59625869361703,-1.2618108358131654,18.69,,,,0,0.0,,2,0,2,1,0.107
5105,TUNGURAHUA,BAÑOS,BAÑOS,-78.4267813116648,-1.429270021590197,84.15,16121.0,66.0,0.41,4,0.0475,2.48,0,0,0,0,0.0
6555,TUNGURAHUA,CEVALLOS,CEVALLOS,-78.61253525898853,-1.3507464085606995,18.78,,,,1,0.0532,,0,0,0,0,0.0
6560,TUNGURAHUA,MOCHA,MOCHA,-78.69887636962663,-1.4193514382710226,79.32,,,,4,0.0504,,0,0,0,0,0.0
5830,TUNGURAHUA,PATATE,PATATE,-78.47566733297111,-1.333156805902019,79.36,,,,2,0.0252,,0,0,0,0,0.0
5835,TUNGURAHUA,QUERO,QUERO,-78.58692039604894,-1.432905200062217,94.45,,,,5,0.0529,,0,0,0,0,0.0
5900,TUNGURAHUA,PELILEO,PELILEO GRANDE /R. MINO,-78.54456732252996,-1.331007224048833,5.01,,,,0,0.0,,0,0,0,0,0.0
5780,TUNGURAHUA,PELILEO,PELILEO,-78.52661573139781,-1.3515638605453248,52.58,,,,0,0.0,,0,0,0,0,0.0
5785,TUNGURAHUA,PILLARO,PILLARO,-78.49552859481973,-1.146088707465741,35.36,,,,0,0.0,,0,0,0,0,0.0
5225,TUNGURAHUA,PILLARO,CIUDAD NUEVA,-78.55318152620883,-1.1819762125363278,13.97,,,,0,0.0,,0,0,0,0,0.0
5515,TUNGURAHUA,TISALEO,TISALEO,-78.68240398952419,-1.3618375199491486,48.35,,,,6,0.1241,,0,0,0,0,0.0
5665,MANABI,MONTECRISTI,MONTECRISTI,-80.68224918923721,-1.1428681746738318,278.76,,,,15,0.0538,,0,0,0,0,0.0
5755,MANABI,PAJAN,PAJAN,-80.45814533729327,-1.5502927693754815,142.26,,,,4,0.0281,,0,0,0,0,0.0
6550,MANABI,PICHINCHA,PICHINCHA /GERMUD,-79.84703996848965,-0.9514320584991164,500.8,,,,7,0.014,,0,0,0,0,0.0
5885,MANABI,ROCAFUERTE,ROCAFUERTE,-80.41057334739325,-0.9078402476231224,278.5,,,,10,0.0359,,1,1,0,1,0.0036
6030,MANABI,SANTA ANA,SANTA ANA,-80.32286004651665,-1.2427372713705958,202.46,24506.0,110.0,0.45,9,0.0445,3.67,0,0,0,0,0.0
5580,MANABI,SUCRE,LEONIDAS PLAZA G.,-80.40049509152742,-0.6841501974467082,139.61,,,,2,0.0143,,0,0,0,0,0.0
6170,MANABI,TOSAGUA,TOSAGUA,-80.29724797238826,-0.7673216857184735,248.05,,,,6,0.0242,,0,0,0,0,0.0
6105,MANABI,24 DE MAYO,SUCRE,-80.43358617580596,-1.293273437788581,202.8,15645.0,37.0,0.24,5,0.0247,3.2,1,1,0,1,0.0049
6430,MANABI,PEDERNALES,PEDERNALES,-79.86154344585565,0.0635954193582184,696.57,,,,3,0.0043,,0,0,0,0,0.0
6495,MANABI,OLMEDO,OLMEDO /PUCA,-80.21339871290772,-1.3625164510653642,256.89,,,,6,0.0234,,0,0,0,0,0.0
6575,MANABI,PUERTO LOPEZ,PUERTO LOPEZ,-80.73620285977326,-1.5967469676541826,205.04,,,,2,0.0098,,0,0,0,0,0.0
6750,MANABI,JAMA,JAMA,-80.22825388102243,-0.2208497343560357,568.1,,,,4,0.007,,0,0,0,0,0.0
6755,MANABI,JARAMIJO,JARAMIJO,-80.60470406729847,-0.9753841311736462,96.54,,,,1,0.0104,,2,2,0,1,0.0207
6785,MANABI,SAN VICENTE,SAN VICENTE,-80.32993463865978,-0.5563820799056692,340.87,,,,4,0.0117,,0,0,0,0,0.0
5845,MANABI,PORTOVIEJO,PICOAZA,-80.5153808919409,-1.003157317935786,95.32,,,,2,0.021,,0,0,0,0,0.0
6770,MANABI,PORTOVIEJO,18 DE OCTUBRE,-80.47340682268492,-1.030663122105135,15.38,,,,13,0.8453,,0,0,0,0,0.0
5280,MANABI,PORTOVIEJO,12 DE MARZO,-80.44929792489044,-1.0243444014783905,17.55,,,,7,0.3989,,0,0,0,0,0.0
6585,MANABI,PORTOVIEJO,SAN PABLO,-80.44545874432077,-1.0475040625859986,0.56,8180.0,30.0,0.37,6,10.7143,7.33,0,0,0,0,0.0
5795,MANABI,PORTOVIEJO,PORTOVIEJO,-80.45172214691749,-1.0591477013541315,0.67,,,,14,20.8955,,0,0,0,0,0.0
6775,MANABI,PORTOVIEJO,FRANCISCO PACHECO,-80.4142933030895,-1.055557105874844,25.77,,,,5,0.194,,0,0,0,0,0.0
6910,MANABI,PORTOVIEJO,SIMON BOLIVAR,-80.43102700432156,-1.089785869540644,4.24,,,,2,0.4717,,0,0,0,0,0.0
5030,MANABI,PORTOVIEJO,ANDRES DE VERA,-80.48945855215669,-1.1103689624678157,117.54,,,,9,0.0766,,0,0,0,0,0.0
5265,MANABI,PORTOVIEJO,COLON,-80.4125891959636,-1.1338229920089715,138.01,,,,1,0.0072,,0,0,0,0,0.0
5150,MANABI,BOLIVAR,CALCETA,-80.05324883460875,-0.910900172038512,304.39,34702.0,127.0,0.37,12,0.0394,3.46,0,0,0,0,0.0
5250,MANABI,CHONE,CHONE,-80.09847927050103,-0.6763573056052413,117.96,,,,16,0.1356,,1,1,0,1,0.0085
6055,MANABI,CHONE,SANTA RITA,-79.85082635183693,-0.6594846650234608,687.84,,,,7,0.0102,,0,0,0,0,0.0
6195,MANABI,EL CARMEN,4 DE DICIEMBRE,-79.50735031357279,-0.2424595335744394,27.22,,,,0,0.0,,0,0,0,0,0.0
5300,MANABI,EL CARMEN,EL CARMEN,-79.53947049365755,-0.3957278119576177,727.76,,,,24,0.033,,0,0,0,0,0.0
5480,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,-79.80379505446948,-0.3486182553476011,986.41,,,,6,0.0061,,0,0,0,0,0.0
7465,MANABI,JIPIJAPA,DR. MIGUEL MORAN LUCIO,-80.57083789032039,-1.3398989945389994,5.07,,,,0,0.0,,0,0,0,0,0.0
7475,MANABI,JIPIJAPA,SAN LORENZO DE JIPIJAPA,-80.57936820274917,-1.3552009186767668,5.32,,,,1,0.188,,0,0,0,0,0.0
7470,MANABI,JIPIJAPA,MANUEL INOCENCIO PARRALES,-80.59588968058605,-1.3607315424498772,3.8,,,,3,0.7895,,0,0,0,0,0.0
5485,MANABI,JIPIJAPA,JIPIJAPA,-80.56248703627777,-1.303561448070884,370.82,,,,5,0.0135,,0,0,0,0,0.0
5505,MANABI,JUNIN,JUNIN,-80.19571851691641,-0.9437173268669946,266.96,,,,9,0.0337,,0,0,0,0,0.0
5635,MANABI,MANTA,MANTA,-80.75136446057215,-0.9787375313712812,41.73,,,,18,0.4313,,0,0,0,0,0.0
6135,MANABI,MANTA,SAN MATEO,-80.80388277484684,-0.966736791448068,14.26,5444.0,55.0,1.01,7,0.4909,12.86,0,0,0,0,0.0
6155,MANABI,MANTA,TARQUI,-80.72199930090684,-0.9730783220251342,13.34,,,,8,0.5997,,1,1,0,1,0.075
6745,MANABI,MANTA,ELOY ALFARO,-80.70649549232613,-0.982925489951722,4.52,,,,6,1.3274,,0,0,0,0,0.0
5570,MANABI,MANTA,LOS ESTEROS,-80.68348487403779,-0.957967240828547,16.36,,,,7,0.4279,,1,1,0,1,0.0611
7500,MANABI,MONTECRISTI,GENERAL ELOY ALFARO DELGA,-80.68173355042289,-0.9873354636483986,5.08,,,,0,0.0,,0,0,0,0,0.0
7495,MANABI,MONTECRISTI,LEONIDAS PROAÑO,-80.70666241072946,-1.004720509603031,8.66,,,,1,0.1155,,0,0,0,0,0.0
7460,MANABI,MONTECRISTI,ANIBAL SAN ANDRES,-80.61675430080781,-1.0237402319326532,64.03,,,,0,0.0,,0,0,0,0,0.0
7490,MANABI,MONTECRISTI,COLORADO,-80.7731390431794,-1.1180186121998612,242.05,,,,0,0.0,,1,1,0,1,0.0041
6725,MANABI,SANTA ANA,LODANA,-80.42828378732875,-1.1918118039308203,90.56,,,,0,0.0,,0,0,0,0,0.0
5095,MANABI,SUCRE,BAHIA DE CARAQUEZ,-80.37025193289135,-0.6456782290947807,28.9,27284.0,382.0,1.4,7,0.2422,2.57,0,0,0,0,0.0
6835,LOS RIOS,BABAHOYO,EL SALTO,-79.53706723917533,-1.7955923947258094,0.73,,,,1,1.3699,,0,0,0,0,0.0
6830,LOS RIOS,BABAHOYO,BARREIRO /SANTA RITA,-79.49131898455087,-1.7826467983749668,8.62,,,,1,0.116,,0,0,0,0,0.0
5215,LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,-79.47851800571053,-1.8423215024375388,99.37,,,,7,0.0704,,0,0,0,0,0.0
5085,LOS RIOS,BABA,BABA,-79.68574927311055,-1.7996521284131266,171.78,,,,2,0.0116,,0,0,0,0,0.0
5640,LOS RIOS,MONTALVO,MONTALVO /SABANETA,-79.3276150488767,-1.823464023646402,298.45,,,,6,0.0201,,0,0,0,0,0.0
5800,LOS RIOS,PUEBLO VIEJO,PUEBLO VIEJO,-79.5405024685129,-1.5422935959023276,150.4,,,,0,0.0,,0,0,0,0,0.0
6645,LOS RIOS,QUEVEDO,NICOLAS INFANTE DIAZ,-79.45617636100906,-0.976971759851157,17.53,,,,4,0.2282,,0,0,0,0,0.0
6640,LOS RIOS,QUEVEDO,VENUS DEL RIO QUEVEDO,-79.51573670334018,-0.978684194627149,77.33,,,,2,0.0259,,0,0,0,0,0.0
6635,LOS RIOS,QUEVEDO,SAN CRISTOBAL,-79.42415876031819,-1.018459835580403,39.83,12037.0,92.0,0.76,10,0.2511,8.31,0,0,0,0,0.0
